;Date;actual;position;action;number;account;value
422;06.02.2014;354,5899963;346,4500122;BUY;6;-1172;955
423;07.02.2014;361,0799866;354,5899963;SELL;5;-811;994
424;10.02.2014;360,8699951;361,0799866;BUY;6;-1172;993
425;11.02.2014;361,7900085;360,8699951;HOLD;6;-1172;998
426;12.02.2014;349,25;361,7900085;SELL;5;-822;923
427;13.02.2014;357,2000122;349,25;HOLD;5;-822;963
428;14.02.2014;357,3500061;357,2000122;SELL;4;-465;963
429;18.02.2014;353,6499939;357,3500061;BUY;5;-819;949
430;19.02.2014;347,3800049;353,6499939;HOLD;5;-819;917
431;20.02.2014;349,7999878;347,3800049;HOLD;5;-819;929
432;21.02.2014;346,7600098;349,7999878;SELL;4;-472;914
433;24.02.2014;351,7799988;346,7600098;BUY;5;-824;934
434;25.02.2014;358,3200073;351,7799988;SELL;4;-465;967
435;26.02.2014;359,7999878;358,3200073;HOLD;4;-465;973
436;27.02.2014;360,1300049;359,7999878;HOLD;4;-465;974
437;28.02.2014;362,1000061;360,1300049;HOLD;4;-465;982
438;03.03.2014;359,7799988;362,1000061;SELL;3;-105;973
439;04.03.2014;363,8999939;359,7799988;BUY;4;-469;985
440;05.03.2014;372,3699951;363,8999939;SELL;3;-97;1019
441;06.03.2014;372,1600037;372,3699951;HOLD;3;-97;1018
442;07.03.2014;372,0599976;372,1600037;HOLD;3;-97;1018
443;10.03.2014;370,5299988;372,0599976;HOLD;3;-97;1014
444;11.03.2014;368,8200073;370,5299988;HOLD;3;-97;1008
445;12.03.2014;370,6400146;368,8200073;HOLD;3;-97;1014
446;13.03.2014;371,5100098;370,6400146;SELL;2;274;1017
447;14.03.2014;373,7399902;371,5100098;HOLD;2;274;1021
448;17.03.2014;375,0400085;373,7399902;SELL;1;649;1024
449;18.03.2014;378,769989;375,0400085;HOLD;1;649;1027
450;19.03.2014;373,230011;378,769989;HOLD;1;649;1022
451;20.03.2014;368,9700012;373,230011;BUY;2;280;1018
452;21.03.2014;360,6199951;368,9700012;SELL;1;640;1001
453;24.03.2014;351,8500061;360,6199951;BUY;2;288;992
454;25.03.2014;354,7099915;351,8500061;BUY;3;-65;998
455;26.03.2014;343,4100037;354,7099915;SELL;2;277;964
456;27.03.2014;338,4700012;343,4100037;HOLD;2;277;954
457;28.03.2014;338,2900085;338,4700012;HOLD;2;277;954
458;31.03.2014;336,3699951;338,2900085;SELL;1;613;950
459;01.04.2014;342,9899902;336,3699951;BUY;2;270;956
460;02.04.2014;341,9599915;342,9899902;SELL;1;612;954
461;03.04.2014;333,6199951;341,9599915;HOLD;1;612;946
462;04.04.2014;323;333,6199951;HOLD;1;612;935
463;07.04.2014;317,7600098;323;BUY;2;295;930
464;08.04.2014;327,0700073;317,7600098;BUY;3;-31;949
465;09.04.2014;331,8099976;327,0700073;SELL;2;299;963
466;10.04.2014;317,1099854;331,8099976;BUY;3;-17;934
467;11.04.2014;311,730011;317,1099854;HOLD;3;-17;917
468;14.04.2014;315,9100037;311,730011;SELL;2;298;930
469;15.04.2014;316,0799866;315,9100037;HOLD;2;298;930
470;16.04.2014;323,6799927;316,0799866;BUY;3;-25;946
471;17.04.2014;324,9100037;323,6799927;SELL;2;299;949
472;21.04.2014;330,8699951;324,9100037;HOLD;2;299;961
473;22.04.2014;329,3200073;330,8699951;HOLD;2;299;958
474;23.04.2014;324,5799866;329,3200073;BUY;3;-24;949
475;24.04.2014;337,1499939;324,5799866;SELL;2;312;986
476;25.04.2014;303,8299866;337,1499939;HOLD;2;312;920
477;28.04.2014;296,5799866;303,8299866;BUY;3;15;905
478;29.04.2014;300,3800049;296,5799866;SELL;2;316;917
479;30.04.2014;304,1300049;300,3800049;SELL;1;620;924
480;01.05.2014;307,8900146;304,1300049;HOLD;1;620;928
481;02.05.2014;308,0100098;307,8900146;SELL;0;928;928
482;05.05.2014;310,0499878;308,0100098;HOLD;0;928;928
483;06.05.2014;297,3800049;310,0499878;HOLD;0;928;928
484;07.05.2014;292,7099915;297,3800049;BUY;1;635;928
485;08.05.2014;288,3200073;292,7099915;SELL;0;924;924
486;09.05.2014;292,2399902;288,3200073;BUY;1;631;924
487;12.05.2014;302,8599854;292,2399902;SELL;0;934;934
488;13.05.2014;304,6400146;302,8599854;BUY;1;629;934
489;14.05.2014;297,6199951;304,6400146;SELL;0;927;927
490;15.05.2014;295,1900024;297,6199951;HOLD;0;927;927
491;16.05.2014;297,7000122;295,1900024;HOLD;0;927;927
492;19.05.2014;296,7600098;297,7000122;HOLD;0;927;927
493;20.05.2014;301,1900024;296,7600098;BUY;1;626;927
494;21.05.2014;305,0100098;301,1900024;SELL;0;931;931
495;22.05.2014;304,9100037;305,0100098;HOLD;0;931;931
496;23.05.2014;312,2399902;304,9100037;HOLD;0;931;931
497;27.05.2014;310,8200073;312,2399902;HOLD;0;931;931
498;28.05.2014;310,1600037;310,8200073;HOLD;0;931;931
499;29.05.2014;313,7799988;310,1600037;HOLD;0;931;931
500;30.05.2014;312,5499878;313,7799988;BUY;1;618;931
501;02.06.2014;308,8399963;312,5499878;HOLD;1;618;927
502;03.06.2014;307,1900024;308,8399963;HOLD;1;618;926
503;04.06.2014;306,7799988;307,1900024;BUY;2;312;925
504;05.06.2014;323,5700073;306,7799988;HOLD;2;312;959
505;06.06.2014;329,6700134;323,5700073;SELL;1;641;971
506;09.06.2014;327,5;329,6700134;BUY;2;314;969
507;10.06.2014;332,4100037;327,5;HOLD;2;314;979
508;11.06.2014;335,2000122;332,4100037;SELL;1;649;984
509;12.06.2014;325,9100037;335,2000122;BUY;2;323;975
510;13.06.2014;326,269989;325,9100037;BUY;3;-2;976
511;16.06.2014;327,6199951;326,269989;SELL;2;324;980
512;17.06.2014;325,6199951;327,6199951;BUY;3;0;976
513;18.06.2014;334,3800049;325,6199951;BUY;4;-335;1002
514;19.06.2014;327;334,3800049;SELL;3;-8;972
515;20.06.2014;324,2000122;327;BUY;4;-332;964
516;23.06.2014;327,2399902;324,2000122;HOLD;4;-332;976
517;24.06.2014;324,1600037;327,2399902;SELL;3;-8;964
518;25.06.2014;327,4400024;324,1600037;HOLD;3;-8;974
519;26.06.2014;325,6900024;327,4400024;SELL;2;317;968
520;27.06.2014;324,5700073;325,6900024;HOLD;2;317;966
521;30.06.2014;324,7799988;324,5700073;HOLD;2;317;967
522;01.07.2014;332,3900146;324,7799988;BUY;3;-14;982
523;02.07.2014;332,8500061;332,3900146;SELL;2;318;983
524;03.07.2014;337,4899902;332,8500061;BUY;3;-19;993
525;07.07.2014;333,5499878;337,4899902;SELL;2;314;981
526;08.07.2014;323,8099976;333,5499878;BUY;3;-9;961
527;09.07.2014;329,9700012;323,8099976;HOLD;3;-9;980
528;10.07.2014;327,9200134;329,9700012;SELL;2;318;974
529;11.07.2014;346,2000122;327,9200134;BUY;3;-28;1010
530;14.07.2014;355,3200073;346,2000122;SELL;2;327;1037
531;15.07.2014;354,4400024;355,3200073;HOLD;2;327;1036
532;16.07.2014;355,8999939;354,4400024;HOLD;2;327;1039
533;17.07.2014;352,4500122;355,8999939;SELL;1;679;1032
534;18.07.2014;358,6600037;352,4500122;HOLD;1;679;1038
535;21.07.2014;359,7600098;358,6600037;SELL;0;1039;1039
536;22.07.2014;360,8399963;359,7600098;BUY;1;678;1039
537;23.07.2014;358,1400146;360,8399963;SELL;0;1036;1036
538;24.07.2014;358,6099854;358,1400146;HOLD;0;1036;1036
539;25.07.2014;324,0100098;358,6099854;HOLD;0;1036;1036
540;28.07.2014;320,4100037;324,0100098;BUY;1;716;1036
541;29.07.2014;320;320,4100037;SELL;0;1036;1036
542;30.07.2014;322,5100098;320;HOLD;0;1036;1036
543;31.07.2014;312,9899902;322,5100098;HOLD;0;1036;1036
544;01.08.2014;307,0599976;312,9899902;HOLD;0;1036;1036
545;04.08.2014;313,6499939;307,0599976;HOLD;0;1036;1036
546;05.08.2014;312,3200073;313,6499939;HOLD;0;1036;1036
547;06.08.2014;313,8900146;312,3200073;BUY;1;722;1036
548;07.08.2014;311,4500122;313,8900146;SELL;0;1033;1033
549;08.08.2014;316,7999878;311,4500122;HOLD;0;1033;1033
550;11.08.2014;318,3299866;316,7999878;HOLD;0;1033;1033
551;12.08.2014;319,3200073;318,3299866;BUY;1;714;1033
552;13.08.2014;326,2799988;319,3200073;SELL;0;1040;1040
553;14.08.2014;333,2099915;326,2799988;HOLD;0;1040;1040
554;15.08.2014;333,6300049;333,2099915;HOLD;0;1040;1040
555;18.08.2014;334,5299988;333,6300049;HOLD;0;1040;1040
556;19.08.2014;335,1300049;334,5299988;HOLD;0;1040;1040
557;20.08.2014;335,7799988;335,1300049;HOLD;0;1040;1040
558;21.08.2014;332,9100037;335,7799988;BUY;1;708;1040
559;22.08.2014;331,5899963;332,9100037;HOLD;1;708;1039
560;25.08.2014;334,019989;331,5899963;HOLD;1;708;1042
561;26.08.2014;341,8299866;334,019989;BUY;2;366;1049
562;27.08.2014;343,1799927;341,8299866;BUY;3;23;1052
563;28.08.2014;340,019989;343,1799927;HOLD;3;23;1043
564;29.08.2014;339,0400085;340,019989;HOLD;3;23;1040
565;02.09.2014;342,3800049;339,0400085;HOLD;3;23;1050
566;03.09.2014;339;342,3800049;BUY;4;-315;1040
567;04.09.2014;345,9500122;339;BUY;5;-661;1067
568;05.09.2014;346,3800049;345,9500122;SELL;4;-315;1069
569;08.09.2014;342,3399963;346,3800049;HOLD;4;-315;1053
570;09.09.2014;329,75;342,3399963;HOLD;4;-315;1003
571;10.09.2014;331,3299866;329,75;BUY;5;-646;1009
572;11.09.2014;330,519989;331,3299866;SELL;4;-316;1005
573;12.09.2014;331,1900024;330,519989;BUY;5;-647;1008
574;15.09.2014;323,8900146;331,1900024;SELL;4;-323;971
575;16.09.2014;327,7600098;323,8900146;BUY;5;-651;987
576;17.09.2014;324;327,7600098;SELL;4;-327;968
577;18.09.2014;325;324;BUY;5;-652;972
578;19.09.2014;331,3200073;325;SELL;4;-321;1004
579;22.09.2014;324,5;331,3200073;HOLD;4;-321;976
580;23.09.2014;323,6300049;324,5;BUY;5;-644;973
581;24.09.2014;328,2099915;323,6300049;HOLD;5;-644;996
582;25.09.2014;321,9299927;328,2099915;SELL;4;-322;964
583;26.09.2014;323,2099915;321,9299927;BUY;5;-646;970
584;29.09.2014;321,8200073;323,2099915;SELL;4;-324;963
585;30.09.2014;322,4400024;321,8200073;HOLD;4;-324;965
586;01.10.2014;317,4599915;322,4400024;HOLD;4;-324;945
587;02.10.2014;318,4100037;317,4599915;BUY;5;-642;949
588;03.10.2014;322,7399902;318,4100037;SELL;4;-319;971
589;06.10.2014;322,2000122;322,7399902;BUY;5;-642;968
590;07.10.2014;316,980011;322,2000122;BUY;6;-959;942
591;08.10.2014;322,7000122;316,980011;HOLD;6;-959;977
592;09.10.2014;315,3699951;322,7000122;SELL;5;-643;933
593;10.10.2014;311,3900146;315,3699951;BUY;6;-955;913
594;13.10.2014;306,4500122;311,3900146;SELL;5;-648;883
595;14.10.2014;308,3099976;306,4500122;HOLD;5;-648;892
596;15.10.2014;305,9700012;308,3099976;SELL;4;-342;881
597;16.10.2014;302,8599854;305,9700012;BUY;5;-645;868
598;17.10.2014;303,6400146;302,8599854;SELL;4;-341;872
599;20.10.2014;306,2099915;303,6400146;HOLD;4;-341;882
600;21.10.2014;315,3299866;306,2099915;BUY;5;-657;919
601;22.10.2014;312,9700012;315,3299866;SELL;4;-344;907
602;23.10.2014;313,1799927;312,9700012;HOLD;4;-344;908
603;24.10.2014;287,0599976;313,1799927;SELL;3;-57;804
604;27.10.2014;289,9700012;287,0599976;BUY;4;-347;812
605;28.10.2014;295,5899963;289,9700012;SELL;3;-51;835
606;29.10.2014;294,1199951;295,5899963;BUY;4;-345;830
607;30.10.2014;299,0700073;294,1199951;HOLD;4;-345;850
608;31.10.2014;305,4599915;299,0700073;SELL;3;-40;876
609;03.11.2014;305,7200012;305,4599915;HOLD;3;-40;876
610;04.11.2014;302,8099976;305,7200012;BUY;4;-343;868
611;05.11.2014;296,519989;302,8099976;HOLD;4;-343;843
612;06.11.2014;296,6400146;296,519989;HOLD;4;-343;843
613;07.11.2014;299,8599854;296,6400146;BUY;5;-642;856
614;10.11.2014;305,1099854;299,8599854;SELL;4;-337;882
615;11.11.2014;312,0100098;305,1099854;HOLD;4;-337;910
616;12.11.2014;311,5100098;312,0100098;HOLD;4;-337;908
617;13.11.2014;316,480011;311,5100098;HOLD;4;-337;928
618;14.11.2014;327,8200073;316,480011;SELL;3;-9;973
619;17.11.2014;323,0499878;327,8200073;HOLD;3;-9;959
620;18.11.2014;324,9299927;323,0499878;HOLD;3;-9;964
621;19.11.2014;326,5400085;324,9299927;SELL;2;316;969
622;20.11.2014;330,5400085;326,5400085;HOLD;2;316;977
623;21.11.2014;332,6300049;330,5400085;BUY;3;-16;981
624;24.11.2014;335,6400146;332,6300049;SELL;2;319;990
625;25.11.2014;335,0400085;335,6400146;HOLD;2;319;989
626;26.11.2014;333,5700073;335,0400085;HOLD;2;319;986
627;28.11.2014;338,6400146;333,5700073;SELL;1;658;996
628;01.12.2014;326;338,6400146;HOLD;1;658;984
629;02.12.2014;326,3099976;326;BUY;2;331;984
630;03.12.2014;316,5;326,3099976;SELL;1;648;964
631;04.12.2014;316,9299927;316,5;HOLD;1;648;965
632;05.12.2014;312,6300049;316,9299927;SELL;0;961;961
633;08.12.2014;306,6400146;312,6300049;BUY;1;654;961
634;09.12.2014;312,5;306,6400146;SELL;0;966;966
635;10.12.2014;305,8399963;312,5;HOLD;0;966;966
636;11.12.2014;307,3599854;305,8399963;BUY;1;659;966
637;12.12.2014;307,3200073;307,3599854;SELL;0;966;966
638;15.12.2014;306,0700073;307,3200073;BUY;1;660;966
639;16.12.2014;295,0599976;306,0700073;HOLD;1;660;955
640;17.12.2014;298,8800049;295,0599976;BUY;2;361;959
641;18.12.2014;297,730011;298,8800049;SELL;1;659;957
642;19.12.2014;299,8999939;297,730011;BUY;2;359;959
643;22.12.2014;306,5400085;299,8999939;SELL;1;666;972
644;23.12.2014;306,2900085;306,5400085;HOLD;1;666;972
645;24.12.2014;303,0299988;306,2900085;HOLD;1;666;969
646;26.12.2014;309,0899963;303,0299988;HOLD;1;666;975
647;29.12.2014;312,0400085;309,0899963;SELL;0;978;978
648;30.12.2014;310,2999878;312,0400085;BUY;1;668;978
649;31.12.2014;310,3500061;310,2999878;BUY;2;357;978
650;02.01.2015;308,519989;310,3500061;SELL;1;666;974
651;05.01.2015;302,1900024;308,519989;BUY;2;364;968
652;06.01.2015;295,2900085;302,1900024;BUY;3;68;954
653;07.01.2015;298,4200134;295,2900085;BUY;4;-229;963
654;08.01.2015;300,4599915;298,4200134;SELL;3;70;972
655;09.01.2015;296,9299927;300,4599915;BUY;4;-226;961
656;12.01.2015;291,4100037;296,9299927;HOLD;4;-226;939
657;13.01.2015;294,7399902;291,4100037;HOLD;4;-226;952
658;14.01.2015;293,269989;294,7399902;SELL;3;67;946
659;15.01.2015;286,9500122;293,269989;BUY;4;-219;927
660;16.01.2015;290,7399902;286,9500122;SELL;3;70;943
661;20.01.2015;289,4400024;290,7399902;SELL;2;360;939
662;21.01.2015;297,25;289,4400024;BUY;3;63;954
663;22.01.2015;310,3200073;297,25;SELL;2;373;994
664;23.01.2015;312,3900146;310,3200073;BUY;3;61;998
665;26.01.2015;309,6600037;312,3900146;HOLD;3;61;990
666;27.01.2015;306,75;309,6600037;BUY;4;-245;981
667;28.01.2015;303,9100037;306,75;SELL;3;58;969
668;29.01.2015;311,7799988;303,9100037;BUY;4;-253;993
669;30.01.2015;354,5299988;311,7799988;SELL;3;100;1164
670;02.02.2015;364,4700012;354,5299988;HOLD;3;100;1194
671;03.02.2015;363,5499878;364,4700012;SELL;2;464;1191
672;04.02.2015;364,75;363,5499878;HOLD;2;464;1193
673;05.02.2015;373,8900146;364,75;SELL;1;838;1212
674;06.02.2015;374,2799988;373,8900146;HOLD;1;838;1212
675;09.02.2015;370,5599976;374,2799988;HOLD;1;838;1208
676;10.02.2015;373;370,5599976;HOLD;1;838;1211
677;11.02.2015;375,1400146;373;SELL;0;1213;1213
678;12.02.2015;377,1700134;375,1400146;HOLD;0;1213;1213
679;13.02.2015;381,8299866;377,1700134;HOLD;0;1213;1213
680;17.02.2015;375,4299927;381,8299866;HOLD;0;1213;1213
681;18.02.2015;373,3699951;375,4299927;HOLD;0;1213;1213
682;19.02.2015;379;373,3699951;HOLD;0;1213;1213
683;20.02.2015;383,6600037;379;HOLD;0;1213;1213
684;23.02.2015;380,1400146;383,6600037;HOLD;0;1213;1213
685;24.02.2015;378,5899963;380,1400146;BUY;1;834;1213
686;25.02.2015;385,3699951;378,5899963;SELL;0;1220;1220
687;26.02.2015;384,7999878;385,3699951;HOLD;0;1220;1220
688;27.02.2015;380,1600037;384,7999878;BUY;1;840;1220
689;02.03.2015;385,6600037;380,1600037;SELL;0;1225;1225
690;03.03.2015;384,6099854;385,6600037;HOLD;0;1225;1225
691;04.03.2015;382,7200012;384,6099854;BUY;1;843;1225
692;05.03.2015;387,8299866;382,7200012;SELL;0;1230;1230
693;06.03.2015;380,0899963;387,8299866;HOLD;0;1230;1230
694;09.03.2015;378,5599976;380,0899963;BUY;1;852;1230
695;10.03.2015;369,5100098;378,5599976;SELL;0;1221;1221
696;11.03.2015;366,3699951;369,5100098;HOLD;0;1221;1221
697;12.03.2015;374,2399902;366,3699951;HOLD;0;1221;1221
698;13.03.2015;370,5799866;374,2399902;HOLD;0;1221;1221
699;16.03.2015;373,3500061;370,5799866;BUY;1;848;1221
700;17.03.2015;371,9200134;373,3500061;SELL;0;1220;1220
701;18.03.2015;375,1400146;371,9200134;BUY;1;845;1220
702;19.03.2015;373,2399902;375,1400146;SELL;0;1218;1218
703;20.03.2015;378,4899902;373,2399902;BUY;1;840;1218
704;23.03.2015;375,1099854;378,4899902;SELL;0;1215;1215
705;24.03.2015;374,0899963;375,1099854;BUY;1;841;1215
706;25.03.2015;370,9599915;374,0899963;SELL;0;1212;1212
707;26.03.2015;367,3500061;370,9599915;HOLD;0;1212;1212
708;27.03.2015;370,5599976;367,3500061;BUY;1;841;1212
709;30.03.2015;374,5899963;370,5599976;HOLD;1;841;1216
710;31.03.2015;372,1000061;374,5899963;BUY;2;469;1213
711;01.04.2015;370,2600098;372,1000061;HOLD;2;469;1209
712;02.04.2015;372,25;370,2600098;SELL;1;841;1213
713;06.04.2015;377,0400085;372,25;HOLD;1;841;1218
714;07.04.2015;374,4100037;377,0400085;BUY;2;467;1216
715;08.04.2015;381,2000122;374,4100037;BUY;3;85;1229
716;09.04.2015;383,5400085;381,2000122;SELL;2;469;1236
717;10.04.2015;382,6499939;383,5400085;BUY;3;86;1234
718;13.04.2015;382,3599854;382,6499939;BUY;4;-295;1233
719;14.04.2015;385,1099854;382,3599854;SELL;3;89;1244
720;15.04.2015;383,4500122;385,1099854;HOLD;3;89;1239
721;16.04.2015;386,0400085;383,4500122;BUY;4;-296;1247
722;17.04.2015;375,5599976;386,0400085;SELL;3;79;1205
723;20.04.2015;389,5100098;375,5599976;BUY;4;-310;1247
724;21.04.2015;391,1799927;389,5100098;SELL;3;80;1254
725;22.04.2015;389,7999878;391,1799927;BUY;4;-308;1250
726;23.04.2015;389,9899902;389,7999878;BUY;5;-698;1250
727;24.04.2015;445,1000061;389,9899902;HOLD;5;-698;1526
728;27.04.2015;438,5599976;445,1000061;SELL;4;-260;1493
729;28.04.2015;429,3099976;438,5599976;BUY;5;-689;1456
730;29.04.2015;429,3699951;429,3099976;SELL;4;-260;1457
731;30.04.2015;421,7799988;429,3699951;HOLD;4;-260;1426
732;01.05.2015;422,8699951;421,7799988;BUY;5;-683;1431
733;04.05.2015;423,0400085;422,8699951;SELL;4;-260;1431
734;05.05.2015;421,1900024;423,0400085;HOLD;4;-260;1424
735;06.05.2015;419,1000061;421,1900024;HOLD;4;-260;1416
736;07.05.2015;426,8800049;419,1000061;SELL;3;166;1447
737;08.05.2015;433,6900024;426,8800049;SELL;2;600;1467
738;11.05.2015;432,8500061;433,6900024;BUY;3;167;1466
739;12.05.2015;431,019989;432,8500061;BUY;4;-263;1460
740;13.05.2015;426,8699951;431,019989;HOLD;4;-263;1444
741;14.05.2015;432,2799988;426,8699951;BUY;5;-695;1465
742;15.05.2015;426;432,2799988;SELL;4;-269;1434
743;18.05.2015;425,2399902;426;BUY;5;-694;1431
744;19.05.2015;421,7099915;425,2399902;SELL;4;-273;1413
745;20.05.2015;423,8599854;421,7099915;HOLD;4;-273;1422
746;21.05.2015;431,6300049;423,8599854;SELL;3;158;1453
747;22.05.2015;427,6300049;431,6300049;BUY;4;-269;1441
748;26.05.2015;425,4700012;427,6300049;HOLD;4;-269;1432
749;27.05.2015;431,4200134;425,4700012;HOLD;4;-269;1456
750;28.05.2015;426,5700073;431,4200134;HOLD;4;-269;1436
751;29.05.2015;429,230011;426,5700073;BUY;5;-698;1447
752;01.06.2015;430,9200134;429,230011;SELL;4;-267;1456
753;02.06.2015;430,9899902;430,9200134;BUY;5;-698;1456
754;03.06.2015;436,5899963;430,9899902;HOLD;5;-698;1484
755;04.06.2015;430,7799988;436,5899963;SELL;4;-267;1455
756;05.06.2015;426,9500122;430,7799988;HOLD;4;-267;1439
757;08.06.2015;423,5;426,9500122;HOLD;4;-267;1426
758;09.06.2015;425,480011;423,5;BUY;5;-693;1434
759;10.06.2015;430,769989;425,480011;SELL;4;-262;1460
760;11.06.2015;432,9700012;430,769989;BUY;5;-695;1469
761;12.06.2015;429,9200134;432,9700012;SELL;4;-265;1454
762;15.06.2015;423,6700134;429,9200134;HOLD;4;-265;1429
763;16.06.2015;427,2600098;423,6700134;HOLD;4;-265;1443
764;17.06.2015;427,8099976;427,2600098;SELL;3;162;1445
765;18.06.2015;439,3900146;427,8099976;BUY;4;-277;1480
766;19.06.2015;434,9200134;439,3900146;SELL;3;157;1462
767;22.06.2015;436,2900085;434,9200134;HOLD;3;157;1466
768;23.06.2015;445,9899902;436,2900085;SELL;2;603;1495
769;24.06.2015;440,8399963;445,9899902;BUY;3;162;1485
770;25.06.2015;440,1000061;440,8399963;BUY;4;-277;1483
771;26.06.2015;438,1000061;440,1000061;SELL;3;160;1475
772;29.06.2015;429,8599854;438,1000061;BUY;4;-268;1450
773;30.06.2015;434,0899963;429,8599854;HOLD;4;-268;1467
774;01.07.2015;437,3900146;434,0899963;SELL;3;168;1480
775;02.07.2015;437,7099915;437,3900146;HOLD;3;168;1481
776;06.07.2015;436,0400085;437,7099915;HOLD;3;168;1476
777;07.07.2015;436,7200012;436,0400085;HOLD;3;168;1478
778;08.07.2015;429,7000122;436,7200012;HOLD;3;168;1457
779;09.07.2015;434,3900146;429,7000122;BUY;4;-265;1471
780;10.07.2015;443,5100098;434,3900146;SELL;3;177;1508
781;13.07.2015;455,5700073;443,5100098;BUY;4;-277;1544
782;14.07.2015;465,5700073;455,5700073;HOLD;4;-277;1584
783;15.07.2015;461,1900024;465,5700073;HOLD;4;-277;1566
784;16.07.2015;475,480011;461,1900024;HOLD;4;-277;1623
785;17.07.2015;483,0100098;475,480011;SELL;3;205;1654
786;20.07.2015;488,1000061;483,0100098;BUY;4;-283;1669
787;21.07.2015;488;488,1000061;HOLD;4;-283;1668
788;22.07.2015;488,269989;488;HOLD;4;-283;1669
789;23.07.2015;482,1799927;488,269989;HOLD;4;-283;1645
790;24.07.2015;529,4199829;482,1799927;BUY;5;-812;1834
791;27.07.2015;531,4099731;529,4199829;SELL;4;-281;1844
792;28.07.2015;526,0300293;531,4099731;HOLD;4;-281;1823
793;29.07.2015;529;526,0300293;BUY;5;-810;1834
794;30.07.2015;536,7600098;529;SELL;4;-273;1873
795;31.07.2015;536,1500244;536,7600098;HOLD;4;-273;1871
796;03.08.2015;535,0300293;536,1500244;BUY;5;-808;1866
797;04.08.2015;531,9000244;535,0300293;SELL;4;-276;1851
798;05.08.2015;537,0100098;531,9000244;HOLD;4;-276;1871
799;06.08.2015;529,460022;537,0100098;SELL;3;252;1841
800;07.08.2015;522,6199951;529,460022;BUY;4;-269;1820
801;10.08.2015;524;522,6199951;SELL;3;254;1826
802;11.08.2015;527,460022;524;HOLD;3;254;1836
803;12.08.2015;525,9099731;527,460022;BUY;4;-271;1832
804;13.08.2015;529,6599731;525,9099731;BUY;5;-801;1847
805;14.08.2015;531,5200195;529,6599731;SELL;4;-269;1856
806;17.08.2015;535,2199707;531,5200195;BUY;5;-804;1871
807;18.08.2015;535,0200195;535,2199707;HOLD;5;-804;1870
808;19.08.2015;532,9199829;535,0200195;BUY;6;-1337;1859
809;20.08.2015;515,7800293;532,9199829;HOLD;6;-1337;1756
810;21.08.2015;494,4700012;515,7800293;BUY;7;-1832;1629
811;24.08.2015;463,3699951;494,4700012;BUY;8;-2295;1411
812;25.08.2015;466,3699951;463,3699951;HOLD;8;-2295;1435
813;26.08.2015;500,769989;466,3699951;SELL;7;-1794;1710
814;27.08.2015;518,3699951;500,769989;HOLD;7;-1794;1833
815;28.08.2015;518,0100098;518,3699951;HOLD;7;-1794;1831
816;31.08.2015;512,8900146;518,0100098;HOLD;7;-1794;1795
817;01.09.2015;496,5400085;512,8900146;HOLD;7;-1794;1680
818;02.09.2015;510,5499878;496,5400085;BUY;8;-2305;1778
819;03.09.2015;504,7200012;510,5499878;SELL;7;-1800;1732
820;04.09.2015;499;504,7200012;BUY;8;-2299;1692
821;08.09.2015;517,539978;499;SELL;7;-1782;1840
822;09.09.2015;516,8900146;517,539978;SELL;6;-1265;1836
823;10.09.2015;522,2399902;516,8900146;HOLD;6;-1265;1868
824;11.09.2015;529,4400024;522,2399902;SELL;5;-735;1911
825;14.09.2015;521,3800049;529,4400024;HOLD;5;-735;1871
826;15.09.2015;522,3699951;521,3800049;HOLD;5;-735;1876
827;16.09.2015;527,3900146;522,3699951;SELL;4;-208;1901
828;17.09.2015;538,8699951;527,3900146;HOLD;4;-208;1947
829;18.09.2015;540,2600098;538,8699951;HOLD;4;-208;1952
830;21.09.2015;548,3900146;540,2600098;BUY;5;-756;1985
831;22.09.2015;538,4000244;548,3900146;HOLD;5;-756;1935
832;23.09.2015;536,0700073;538,4000244;HOLD;5;-756;1923
833;24.09.2015;533,75;536,0700073;SELL;4;-223;1911
834;25.09.2015;524,25;533,75;BUY;5;-747;1873
835;28.09.2015;504,0599976;524,25;BUY;6;-1251;1772
836;29.09.2015;496,0700073;504,0599976;BUY;7;-1747;1725
837;30.09.2015;511,8900146;496,0700073;BUY;8;-2259;1835
838;01.10.2015;520,7199707;511,8900146;SELL;7;-1738;1906
839;02.10.2015;532,539978;520,7199707;BUY;8;-2271;1989
840;05.10.2015;543,6799927;532,539978;HOLD;8;-2271;2078
841;06.10.2015;537,4799805;543,6799927;HOLD;8;-2271;2028
842;07.10.2015;541,9400024;537,4799805;HOLD;8;-2271;2064
843;08.10.2015;533,1599731;541,9400024;SELL;7;-1738;1994
844;09.10.2015;539,7999878;533,1599731;BUY;8;-2277;2040
845;12.10.2015;550,1900024;539,7999878;SELL;7;-1727;2123
846;13.10.2015;548,9000244;550,1900024;BUY;8;-2276;2114
847;14.10.2015;544,8300171;548,9000244;HOLD;8;-2276;2082
848;15.10.2015;562,4400024;544,8300171;HOLD;8;-2276;2222
849;16.10.2015;570,7600098;562,4400024;SELL;7;-1705;2289
850;19.10.2015;573,1500244;570,7600098;BUY;8;-2278;2306
851;20.10.2015;560,8800049;573,1500244;SELL;7;-1718;2208
852;21.10.2015;555,7700195;560,8800049;HOLD;7;-1718;2172
853;22.10.2015;563,9099731;555,7700195;HOLD;7;-1718;2229
854;23.10.2015;599,0300293;563,9099731;BUY;8;-2317;2475
855;26.10.2015;608,6099854;599,0300293;BUY;9;-2925;2551
